D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000708.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000518.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000066.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000355.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000177.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000761.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000574.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000579.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000624.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000156.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000244.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000440.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000794.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000114.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000765.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000256.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000516.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000645.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000118.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000003.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000799.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000359.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000201.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000545.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000037.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000534.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000764.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000487.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000139.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000210.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000089.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000221.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000779.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000275.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000609.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000029.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000452.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000372.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000401.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000538.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000247.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000728.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000128.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000024.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000096.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000053.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000510.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000142.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000674.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000809.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000451.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000635.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000616.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000006.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000695.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000528.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000350.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000330.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000268.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000568.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000575.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000331.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000389.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000017.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000244.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000569.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000651.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000617.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000723.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000370.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000514.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000131.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000297.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000143.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000271.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000535.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000831.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000445.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000836.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000816.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000288.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000775.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000207.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000594.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000448.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000335.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000803.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000239.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000073.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000018.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000238.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000195.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000329.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000283.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000493.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000623.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000514.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000822.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000317.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000738.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000259.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000404.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000176.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000673.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000803.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000577.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000261.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000834.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000164.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000487.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000501.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000095.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000629.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000297.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000667.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000236.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000278.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000544.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000121.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000734.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000595.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000157.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000237.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000212.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000287.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000603.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000180.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000729.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000095.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000198.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000764.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000383.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000062.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000208.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000648.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000318.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000700.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000751.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000355.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000812.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000582.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000804.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000795.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000045.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000759.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000753.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000346.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000259.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000011.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000806.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000784.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000282.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000737.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000372.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000172.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000225.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000788.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000521.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000535.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000376.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000709.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000658.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000627.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000414.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000353.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000758.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000258.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000776.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000400.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000401.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000149.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000672.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000265.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000079.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000311.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000361.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000498.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000397.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000048.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000533.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000764.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000491.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000188.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000655.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000478.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000125.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000823.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000254.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000464.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000106.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000634.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000142.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000308.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000348.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000497.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000344.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000676.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000010.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000001.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000028.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000637.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000777.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000322.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000298.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000390.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000547.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000726.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000117.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000813.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000794.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000382.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000555.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000194.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000349.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000216.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000323.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000286.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000471.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000225.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000721.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000468.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000137.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000074.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000196.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000613.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000210.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000676.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000222.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000309.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000312.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000688.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000071.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000034.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000547.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000057.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000715.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000452.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000727.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000385.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000831.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000567.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000529.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000108.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000322.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000706.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000023.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000161.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000130.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000563.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000696.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000752.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000611.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000733.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000073.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000504.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000014.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000578.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000680.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000474.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000229.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000128.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000235.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000432.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000578.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000384.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000669.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000061.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000425.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000711.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000607.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000358.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000134.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000354.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000185.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000246.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000118.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000656.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000599.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000258.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000031.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000406.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000369.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000262.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000314.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000759.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000269.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000086.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000035.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000485.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000013.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000586.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000608.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000172.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000413.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000143.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000665.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000437.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000302.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000052.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000260.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000722.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000675.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000214.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000546.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000075.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000811.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000537.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000732.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000148.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\paper\0000021.png,0
D:\WorkRoom\postgraduate\Study\Day5\rps\rock\0000514.png,1
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000381.png,2
D:\WorkRoom\postgraduate\Study\Day5\rps\scissors\0000604.png,2
